" 118 Đường Nguyễn Đổng Chi, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội", 25 m,1,"1-Chung cư mini 7 tầng mới hoàn thiện TẠI SỐ 118 ĐƯỜNG NGUYỄN ĐỔNG CHI có nhiều loại phòng cho thuê.
 + Loại 1 phòng ngủ + 1 phòng khách và bếp.DT40m2 Giá 4.800.000 đ/tháng.
 + Loại 2 phòng ngủ và khách DT50M2 GIÁ 6.000.000 đ/tháng.
 + Loại studio phòng ngủ riêng và bếp DT 25-30m2 giá 3.800.000-4.000.000 đ/tháng.
- Nội thất: Có điều hòa, nóng lạnh, giường, tủ, kệ bếp, chậu rửa, thiết bị vệ sinh hiện đại, các phòng đều thiết kế có cửa sổ thông thoáng.
Tòa nhà có thang máy, bảo vệ 24/24, an ninh đảm bảo, điện nước ổn định.
- Vị trí: Nhà nằm ở khu vực đông dân cư, dân trí cao, gần chợ, trường FPT, dân lập Lê Qúy Đôn, Đoàn Thị Điểm, mầm non hoa anh đào, sát đô thị Mỹ Đình …, cách đường Hàm Nghi 300m.
Mặt đường trước cửa 7m, hai ô tô tránh nhau, phù hợp người đi làm, hộ gia đình trẻ có thêm ông bà hoặc giúp việc ở cùng.
- Địa chỉ: Số nhà 118 Đường nguyễn Đổng Chi - Quận Nam Từ Liêm. (siêu thị thành đô rẽ vào hoặc đường Hàm Nghi đi vào). Hoặc gần khu đô thị Mỹ Đình 1 đi vào.
2-Ngoài ra tôi còn có tòa nhà chung cư mini 7 tầng. Nhà mới xây 100% với các căn hộ khép kín, chia 1 phòng ngủ và 1 khách  đầy đủ tiện nghi, được trang bị như sau:
- Phòng ngủ : giường ngủ, tủ quần áo + Điều hòa 2 chiều.
- Phòng tắm: Có trang bị đồ dùng cao cấp: Bình nóng lạnh, vòi hoa sen, gương, chậu rửa mặt, bệt. 
- Diện tích các căn hộ: 38m2.
- Giá cho thuê: 4.800.000 đ/tháng. Tùy từng loại phòng.
- Tầng 1 để xe rộng rãi. 
- Phương thức thanh toán: Đặt cọc 1 tháng+ 3tháng tiền nhà. 
- An ninh tuyệt đối: Giờ giấc đi lại thoải mái có camera theo dõi 24/24, khóa vân tay. 
- Phí dịch vụ khác: Điện: 3.800 vnđ/số - Nước: 30.000/m3 – Internet: 100.000vnđ/phòng 
- Vị trí : Ngôi nhà nằm ở khu vực trung tâm, đi lại thuận tiện, đối diện chợ Đồng Xa,nên mua bán đi chợ rất tiện lợi,nhà cách đường DOÃN KẾ THIỆN chỉ 20m, gần nhà có bãi đỗ xe ô tô và gửi ô tô. Gần các trường ĐH như sư phạm, ngoại ngữ, quốc gia, gần bến xe Mỹ Đình...
 
ĐC:  số 32C1 – Đường Doãn Kế Thiện - P.Mai Dịch -Cầu Giấy",_,,7,---,False,False,False,False,True,Sổ hồng/ Sổ đỏ," 3,8 triệu / tháng",Ngày đăng: 26/07/2023,---,"Phòng trọ, nhà trọ",---
" số nhà 19-21 Đường Xuân Thủy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội", 45 m,1,"-Chung cư mini 8 tầng mới hoàn thiện TẠI SỐ NHÀ 19-21 XUÂN THỦY Có nhiều loại phòng cho thuê.
 + Loại 1 phòng ngủ + 1 phòng khách và bếp.DT45m2 Giá 6.800.000-7.500.000- 8.000.000 đ/tháng.
 + Loại 2  studio phòng ngủ và bếp DT 25-30m2 giá 6.000.000 - 6.500.000 đ/tháng.
- Nội thất: Có điều hòa, nóng lạnh, giường, đệm 25cn, tủ, sofa, bàn trà, tủ bếp, hút mùi, tủ lạnh, bếp từ, chậu rửa, thiết bị vệ sinh hiện đại, sàn gỗ. Các 
phòng đều thiết kế  thoáng, hiện đại, đủ tiện nghi, 
có cửa sổ,phòng 1k1n có ban công thông thoáng mát
Tòa nhà có thang máy, bảo vệ 24/24, an ninh đảm bảo, điện nước ổn định.
- Vị trí: Nhà nằm ở khu vực đông dân cư, dân trí cao, đối diện tòa nhà HITC,đối diện trường Đại học Sư Phạm, Đại học Quốc Gia Hà Nội, Học Viện báo chí và tuyên truyền,...
Nhà mặt phố hai ô tô tránh nhau, phù hợp người đi làm, hộ gia đình, người đi công tác...
- Tầng 1 để xe rộng rãi. 
- Phương thức thanh toán: Đặt cọc 1 tháng + 3tháng tiền nhà. 
- An ninh tuyệt đối: Giờ giấc đi lại thoải mái có camera theo dõi 24/24, khóa vân tay. 
- Phí dịch vụ khác: Điện: 3.800 vnđ/số - Nước: 30.000/m3 – Internet: 100.000vnđ/phòng, có dịch vụ giặt,sấy, tạp vụ dọn vệ sinh 2 lần/1 tuần
- Vị trí : Ngôi nhà nằm ở khu vực trung tâm, đi lại thuận tiện. 
Lh chị Hương.
ĐC: số 19-21 ngõ 181 Xuân Thuỷ- Cầu giấy Hn",_,,8,---,True,True,True,False,True,Sổ hồng/ Sổ đỏ," 6,8 triệu / tháng",Ngày đăng: 26/07/2023,20m,"Phòng trọ, nhà trọ",---
" 32C1 Phố Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội", 40 m,1,"Tòa nhà 8 tầng tại phố Doãn Kế Thiện mới hoàn thiện vào ở luôn.
- Căn hộ Chia 1 khách và ngủ  DT38m2
+  giá từ 5.000.000 đ/Tháng.
- Căn hộ 1k1n DT 40-50m2 
+ giá từ 6.000.000- 7.500.000 đ/T
+ Phòng ngủ + phòng khách và khu bếp riêng biệt.
+ Phòng ngủ được trang bị điều hòa 2 chiều, giường, tủ quần áo...
+ Phòng khách cũng có thể làm phòng ngủ nếu nhà Đông người.
+Phòng bếp được trang bị bàn ăn, bàn bếp, tủ bếp, chậu rửa bát, hút mùi,...
+Khu vực nhà vệ sinh được lắp đầy đủ thiết bị hiện đại như chậu rửa mặt, bệt Inax, vòi sen, bình nóng lạnh,...
- Tòa nhà có bảo vệ 24/24, đảm bảo an ninh tuyệt đối, giờ giấc ra vào thoải mái.
- Khu vực ban công phơi đồ riêng biệt của từng phòng.
* Tòa nhà nằm ở vị trí trung tâm, giao thông thuận tiện, cách mặt đường Doãn Kế Thiện 20m, đối diện chợ Đồng Xa nên rất thuận tiện cho việc mua sắm, đi chợ, nằm trong khuôn viên tập quân đội nên an ninh rất tốt, gần các trung tâm thương mại, gần các trường ĐH như quốc gia, ngoại ngữ, gần bến xe Mỹ Đình,...

Địa chỉ: Số 32C1 – Đường Doãn Kế Thiện( Đối diện cổng chợ đồng Xa)-P.Mai Dịch - Cầu Giấy.
LH C Hương ",_,,7,---,True,True,True,False,True,---, 5 triệu / tháng,Ngày đăng: 26/07/2023,6m,"Phòng trọ, nhà trọ",---
" 55 ngõ. 165 Phố Chợ Khâm Thiên, Phường Trung Phụng, Quận Đống Đa, Hà Nội", 35 m,1,"Cho thuê CCMN ở số 55 ngõ 165 phố chợ Khâm Thiên (cách phố chợ khâm thiên tầm 100m), cách mặt phố xã đàn, đê la thành nhỏ 300m. Gần nhiều trường đại học, Khu vực trung tâm đi lại thuận tiện.
-Toà nhà mới hoàn thiện với nhiều loại căn hộ cho thuê, gồm 1 phòng ngủ và 1 phòng khách và căn studio.
-Toà nhà 6 tầng mới xây,Phòng thiết kế đẹp, hiện đại rộng rãi thoáng mát.
- Diện tích 28 - 30- 35m2, có sẵn đồ đạc: Giường, tủ quần ao, tủ bếp, hút mùi, điều hoà, nóng lạnh, máy giặt chung... 
Mỗi căn gồm có 1 phòng ngủ và 1 khách, nhà WC riêng biệt.
Giá cho thuê từ 4.800.000- 5.000.000 đ - 5.500.000 đ/ tháng tùy phòng.
- Phòng ngủ được trang bị điều hòa 2 chiều, giường, tủ quần áo...
- Phòng bếp được trang bị bàn bếp, tủ bếp,hút mùi, chậu rửa bát...
- Khu vực nhà vệ sinh được lắp đầy đủ thiết bị hiện đại như chậu rửa mặt, bệt Inax, vòi sen, bình nóng lạnh...
- Tòa nhà có bảo vệ 24/24, đảm bảo an ninh tuyệt đối, giờ giấc ra vào thoải mái.
- Gửi xe miễn phí,thang máy cao cấp, internet cáp quang, miễn phí tuyền hình cáp, miễn phí máy giặt.
- Khu vực ban công phơi đồ riêng biệt của từng phòng.
* Tòa nhà nằm ở vị trí trung tâm, giao thông thuận tiện, cách mặt đường khâm Thiên 200m, gần các trung tâm thương mại, lên phố cổ cũng gần, gần
ngã tư Xã Đàn, Đê la thanh nhỏ.
Địa chỉ: Số 55 ngõ 165 ngõ chợ Khâm Thiên Q. Đống Đa.
LH C Hương",_,,6,---,False,True,True,False,True,---," 4,8 triệu / tháng",Ngày đăng: 26/07/2023,---,"Phòng trọ, nhà trọ",---
" 28 Phố Hàm Long, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội", 28 m,1,"-Tòa nhà 8 tầng tại số 25 Ngõ Hàm Long 2- Phố Hàm Long- quận Hoàn Kiếm vào ở được luôn.
- Tòa nhà cách mặt phố Hàm Long 30m đường vào rộng, rất thuận tiện cho việc đi lại, sinh hoạt, vui chơi, giải trí,Ngay trung tâm phố cổ, chỉ 350m là ra tới Hồ Gươm. 
- Căn hộ rộng được lát sàn gỗ, căn nào cũng có cửa sổ rộng, thoáng mát. Các phòng được thiết kế hết sức hợp lý: kiểu căn hộ Studio, được lắp đầy đủ nội thất.
- Mỗi phòng được trang bị điều hòa 2 chiều, giường,táp đầu giường, tủ quần áo, trần thạch cao, đèn ngủ đủ cả, bàn bếp xịn, hút mùi, bồn rửa bát xịn.
- Nhà vệ sinh có thiết bị vệ sinh Inax cao cấp,sen tắm cây, bình nóng lạnh, ốp lát gạch Prime sang trọng hiện đại. 
- Gía cho thuê từ  5.000.000đ - 5.500.000 đ / tháng
- (thanh toán linh hoạt và đặt cọc 1 tháng). DT Các phòng 25-30m2..
- Tòa nhà trang bị thang máy cao cấp, máy giặt, truyền hình cáp, mỗi căn hộ được cấp thẻ từ thang máy riêng. 
- Tòa nhà có bảo vệ 24/24 nên an ninh cực ổn,khóa cửa vân tay ra vào thoải mái, nhà để xe rộng rãi.
-Riêng sàn văn phòng tầng 1 diện tích rộng 35m2  giá 6.500.000 đ/ tháng.
- thích hợp làm văn phòng, spa, siêu thị...
+ Địa chỉ: Số nhà 25 Ngõ Hàm Long 2-Phố Hàm Long- phường Phan Châu trinh- Hoàn Kiếm.
Liên hệ chủ nhà  Chị Hương",_,,8,---,False,False,False,False,False,---," 5,5 triệu / tháng",Ngày đăng: 26/07/2023,---,"Phòng trọ, nhà trọ",---
" SỐ 52 ngách 74 Ngõ Thịnh Hào 1, Phường Hàng Bột, Quận Đống Đa, Hà Nội", 45 m,1,"Tòa nhà chung cư mini 8 tầng đang hoàn thiện ngõ Thịnh Hào vào ở luôn, có nhiều căn hộ gồm 2 phòng ngủ, 1 phòng ngủ, studio phòng khách, bếp cho thuê.
Diện tích các căn hộ từ 28m2 -40m2 - 55m2.
Giá cho thuê 6.500.000- 9.500.000 đồng/căn/tháng.
- Thanh toán linh hoatj + đặt cọc 01 tháng.
Các căn hộ bao gồm:
+ Loại 1: 2 phòng ngủ +1 phòng khách có cửa sổ thông thoáng . DT 55m2, GIá 9.5 triệu /tháng.
+ Loại 2: 1 phòng ngủ + 1 phòng khách có cửa sổ thông thoáng . DT 45m2 ,Gía 7.5 triệu/ tháng.
+ Loại 3: 1 phòng đơn khép kín có cửa sổ thông thoáng . DT 30m2 ,Gía 6.5triệu / tháng.
Các căn hộ đều được trang bị đầy đủ đồ như điều hòa 2 chiều, sàn gỗ cao cấp, giường, đệm, tủ quần áo.
- Phòng bếp được trang bị bàn ăn, sofa,bàn bếp, tủ bếp, chậu rửa bát, hút mùi, tủ lạnh,….
- Khu vực nhà vệ sinh được lắp đầy đủ thiết bị hiện đại như chậu rửa mặt, bệt Inax, vòi sen, bình nóng lạnh...
- Có máy giặt mây sấy chung đầy đủ, khu vực phơi đồ.
- Tiện ích: Tòa nhà có bảo vệ 24/24, khoá vân tay
đảm bảo an ninh tuyệt đối, giờ giấc ra vào thoải mái
- Tòa nhà nằm ở vị trí trung tâm, giao thông thuận tiện, ô tô đỗ cửa, cách mặt đường TÔN ĐỨC THẮNG 100m.
- Ưu tiên cho hộ gia đình, người đi làm thuê ở lâu dài.
Địa chỉ: Số nhà 52 ngách 74 ngõ Thịnh Hào 1-
PHỐ TÔN ĐỨC THẮNG - PHƯỜNG HÀNG BỘT - ĐỐNG ĐA - HN.

LH: Chị Hương",_,,8,---,False,True,True,False,True,---," 7,5 triệu / tháng",Ngày đăng: 26/07/2023,---,"Phòng trọ, nhà trọ",---
" Đường Tỉnh lộ 10, Xã Đức Hoà Hạ, Huyện Đức Hòa, Long An", 2.900 m,---,"Công Ty chúng tôi cần cho thuê một số kho xưởng trong và ngoài KCN Huyện Đức Hoà và Bến Lức - Tỉnh Long An.
 Kho xưởng xây dựng hiện đại theo tiêu chuẩn KCN, PCCC tự động, điện bình hạ thế riêng từ: 360 - 1.200KVA, hệ thống cấp thoát nước hoàn thiện, nền bê tông chịu lực, đường container ra - vào 24/24, khu vực đông dân cư thuận tiện tuyển công nhân.
 Giấy tờ pháp lý rõ ràng hợp lệ phù hợp cho tất cả đối tượng khách hàng kể cả người nước ngoài.

1/ Diện tích khuôn viên:   900m2 - Diện tích xưởng:   700m2 - Giá thuê: 40tr/tháng.
2/ Diện tích khuôn viên: 1.300m2 - Diện tích xưởng: 1.100m2 - Giá thuê: 55tr/tháng.
3/ Diện tích khuôn viên: 2.300m2 - Diện tích xưởng: 2.000m2 - Giá thuê: 98tr/tháng.
4/ Diện tích khuôn viên: 4.800m2 - Diện tích xưởng: 2.900m2 - Giá thuê: 190tr/tháng.
5/ Diện tích khuôn viên: 7.850m2 - Diện tích xưởng: 4.900m2 - Giá thuê: 230tr/tháng.
6/ Diện tích khuôn viên:10.000m2 - Diện tích xưởng: 6.000m2 - Giá thuê: 360tr/tháng.
7/ Diện tích khuôn viên:30.000m2 - Diện tích xưởng: 19.000m2 - Giá thuê: 855tr/tháng.",_,,---,---,False,False,False,False,False,---, 145 triệu / tháng,Ngày đăng: 26/07/2023,---,"Kho, xưởng",---
" Phố Phương Liệt, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội", 100 m,---,"💥Thời điểm vàng giá hợp lý để thuê văn phòng🎉🎉
Chính chủ cho thuê văn phòng tại mặt đường Phương Liệt - Giải Phóng - Hoàng Mai vào được luôn
✅Diện tích: 100m2
- Giá vô cùng hợp lý: 15triệu/th.
✅Diện tích 80m2
- Giá vô cùng hợp lý: 12triệu/tháng
- Phí dịch vụ: 500.000đ/tháng bao gồm: Thang máy + tiền nước + tiền dọn vệ sinh,...
- Được đăng ký kinh doanh và xuất hóa đơn.
- Để xe thoải mái, có hầm
- Phòng có cửa sổ lớn, thoáng nhiều ánh sáng tự nhiên, khu vực nhiều văn phòng, đông đúc, phù hợp làm văn phòng đại diện, mareting,...
Gần các địa điểm như Bến xe Giáp Bát, khu tam giác Bách-Kinh-Xây,…
Liên hệ: Mss vân",_,,---,---,False,False,False,False,False,---, 15 triệu / tháng,Ngày đăng: 27/07/2023,---,Văn phòng,---
" Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh", 1.200 m,5,"Giá đình cần cho thuê nhà nguyên căn mặt tiền Huỳnh tấn phát phường Tân Phú Q7 DT: 1200M2, giá 100 triệu/tháng, vậy quý khách có nhu cầu xin liên hệ để xem nhà, nhà nằm vị trí đẹp, thuật tiện cho khách mở nhà hàng, kinh doanh buôn bán mọi nghành nghề",_,,3,70m,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 100 triệu / tháng,Ngày đăng: 28/07/2023,35m,Nhà mặt tiền,12m
" Đường Ngọc Hân Công Chúa, Phường Võ Cường, Thành phố Bắc Ninh, Bắc Ninh", 200 m,25,"Cho Thuê Khách Sạn Kinh Doanh, Toà Nhà Ở Nhiều Phòng Cho Chuyên Gia, Tại Thành Phố Bắc Ninh
🏷 Nhà 14 phòng mới, full nội thất, phường kinh bắc, giá 55tr/tháng
🏷 Ks 18p , full nội thất, phường võ cường, giá 65tr/tháng
🏷 Nhà 15p giá rẻ, có nội thất , phường yna kinh bắc, giá 45tr/tháng
🏷 Ks 18p, phường ninh xá, full nội thất, giá thuê 75tr/tháng
🏷 Ks 18p , gần ngã 6 bắc ninh, full nội thất, giá 100tr/tháng
🏷 Ks 42p, gần nhà văn hoá kinh bắc, full nội thất, giá 130tr/tháng
🏷 Nhà 20p , gần ngã 6 bắc ninh, giá 120tr/tháng, full nội thâtts
🏷 Nhà 20p, cách vincom 1km, full nội thất, giá thuê 60tr/tháng
🏷 Ks 20p, Tại ngã 6 bắc ninh, full nội thất, giá 100tr/tháng
🏷 Nhà 21p mới, Phường võ cường, full nội thất, giá 110tr/tháng
🏷 Ks 22p, full nội thất, phường khắc niệm, giá 60tr/tháng
🏷 Ks 30p, full nội thất mới, gần khu bồ sơn, Giá 130tr/tháng
🏷 Nhà 30p, full nội thất, phường ninh xá, giá 90tr/tháng
🏷 Nhà 25p, full nội thất, gần sân bóng đại phúc, giá 100tr/tháng
🏷 Nhà 22p, full nội thất, trục lý thái tổ, giá 160tr/tháng
🏷 Ks 33p full nội thất, phường võ cường, giá 150tr/tháng
🏷 Ks 37 phòng, full nội thất, trung tâm tp bắc ninh, Giá 155tr/tháng
🏷 Nhà 35 phòng, full nội thất, giá 115 triệu/tháng
🏷 ks 38 phòng , full nội thất, phường ninh xá trung tâm, giá 180tr/tháng
🏷 Ks 38 phòng, VIP full nội thất, gần vincom, giá 260tr/tháng
🏷 Ks 40 phòng, full nội thất, phường võ cường, giá 120tr/tháng
🏷 Ks 42 phòng , full nội thất, phường võ cường, giá 190tr/tháng
🏷 Ks 49 phòng , full nội thất, cách vincom 1.5km, giá 220tr/tháng
🏷 Ks 63 phòng, full nội thất, phường ninh xá, Giá 300tr/tháng
🏷 Ks 75 phòng , full nội thất, phường võ cường, giá thuê 350tr/tháng
☎️ LH e Mr Cường : 0969-391-530 ( hoặc zalo ) Để biết thông tin và e gửi thông tin cụ thể, Cám ơn mọi người đã đọc tin !",Đông Nam,,7,20m,True,True,True,False,True,---, 110 triệu / tháng,Ngày đăng: 28/07/2023,22m,Nhà mặt tiền,10m
" Đường Trần Ngọc Quế, Phường An Khánh, Quận Ninh Kiều, Cần Thơ", 90 m,2,"CHO THUÊ NHÀ TRỆT LỮNG MẶT TIỀN ĐƯỜNG TRẦN NGỌC QUẾ
- Diện tích: 4,5m x 20m.
- Kết cấu: Phòng khách, 1 phòng kính, 2 phòng ngủ, WC, bếp,....có sẵn kính cường lực
- Vị trí: Nhà mới đẹp, Nhà ngay trung tâm
- Giá: 18 triệu/tháng",_,,1,22m,False,False,False,False,False,---, 18 triệu / tháng,Ngày đăng: 28/07/2023,10m,Nhà mặt tiền,4m
" 39 Đường số 30, Phường 6, Quận Gò Vấp, Hồ Chí Minh", 110 m,4,"Nhà cho thuê MT 39 Đường số 30, Gò Vấp, 4 Tầng, 440m2 DTSD, Ngay chợ An Nhơn, Giá 25 triệu/tháng
DT: 110m2 DTCN, 440m2 DTSD
Kết cấu: Trệt, 3 Lầu
Vị Trí: Sát ngã 3 Lê Đức Thọ và đường số 30, Cách chợ An Nhơn 100M, Khu kinh doanh sầm uất
Lh trước 30p để coi nhà, chủ nhà bên Quận Phú Nhuận",_,,4,20m,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 25 triệu / tháng,Ngày đăng: 28/07/2023,10m,Nhà mặt tiền,"5,5m"
" 781 Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội", 35 m,1,"- Diện tích 35m2, vệ sinh riêng biệt, ban công thoáng rộng
- Đầy đủ đồ nội thất, nóng lạnh.
- Nhà mặt đường Tam Trinh đi lại thuận tiện, gần tòa VTC Online, ĐH Kinh tế KT Công Nghiệp, ĐH Kinh doanh và Công Nghệ HN.
- Chủ cho thuê dài hạn.
- Điện nước theo giá công tơ.
- Được phép nấu ăn, giờ giấc tự do.",_,,5,"8,65m",True,True,True,False,True,Giấy tờ hợp lệ, 3 triệu / tháng,Ngày đăng: 28/07/2023,20m,"Phòng trọ, nhà trọ",4m
" 106/23 Đường Bàu Cát 1, Phường 14, Quận Tân Bình, Hồ Chí Minh", 60 m,4,"Chính chủ cho thuê 106/23 BC1, Tân Bình, 4x14, cầu thang cuối nhà, giá 18 triệu/tháng
Vị trí: Nằm trong đường nội bộ KDC Bàu Cát, Hẻm 7M, Gần Đồng Đen
Diện tích: 4x14, DTCN: 60m2, DTSD: 240m2
Kết cấu: Trệt 3 Lầu trống suốt
Giá: 18 triệu/tháng
HHMG: 1/2 Tháng",_,,4,14m,True,True,True,False,True,Sổ hồng/ Sổ đỏ, 18 triệu / tháng,Ngày đăng: 28/07/2023,7m,Nhà trong hẻm,4m
